,FIPS,COUNTY,RPL_THEMES,pres_r,n,State,pres_r_norm
226,48453,Travis,0.3812,39.5,7.0,TX,0.12688724702858978
227,48455,Trinity,0.8016,43.4,0.0,TX,0.13941535496305812
228,48457,Tyler,0.8834,48.6,0.0,TX,0.15611949887568263
229,48459,Upshur,0.5898,17.0,0.0,TX,0.05460970125281079
230,48461,Upton,0.6519,0.1,0.0,TX,0.00032123353678124
231,48463,Uvalde,0.9548,63.1,0.0,TX,0.2026983617089624
232,48465,Val Verde,0.9678,32.5,0.0,TX,0.10440089945390299
233,48467,Van Zandt,0.5589,64.3,0.0,TX,0.20655316415033728
234,48469,Victoria,0.7834,84.5,1.0,TX,0.27144233858014777
235,48471,Walker,0.6997,55.0,0.0,TX,0.17667844522968199
236,48473,Waller,0.8331,9.8,0.0,TX,0.03148088660456152
237,48475,Ward,0.6494,46.3,0.0,TX,0.1487311275297141
238,48477,Washington,0.7312,65.1,0.0,TX,0.2091230324445872
239,48479,Webb,0.9497,21.3,1.0,TX,0.06842274333440411
240,48481,Wharton,0.8758,57.1,0.0,TX,0.18342434950208802
241,48483,Wheeler,0.6962,20.0,0.0,TX,0.06424670735624799
242,48485,Wichita,0.8166,89.6,1.0,TX,0.287825248955991
243,48487,Wilbarger,0.9083,122.0,0.0,TX,0.39190491487311274
244,48489,Willacy,0.9892,31.8,0.0,TX,0.1021522646964343
245,48491,Williamson,0.2016,50.5,2.0,TX,0.16222293607452618
246,48493,Wilson,0.4436,50.7,0.0,TX,0.16286540314808867
247,48495,Winkler,0.6541,44.1,0.0,TX,0.14166398972052682
248,48497,Wise,0.5768,57.1,0.0,TX,0.18342434950208802
249,48499,Wood,0.6322,81.1,0.0,TX,0.26052039832958557
250,48501,Yoakum,0.492,0.1,0.0,TX,0.00032123353678124
251,48503,Young,0.5532,88.9,0.0,TX,0.2855766141985223
252,48505,Zapata,0.9895,17.7,0.0,TX,0.05685833601027947
253,48507,Zavala,0.9987,0.0,0.0,TX,0.0001
